producto_id,orden,estado,propuesta,accion,metodo,score,ref_id,ref_nombre,atc_id
37470,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
37471,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
37474,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
37476,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
37477,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
37482,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
37483,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
37490,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
37491,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
37497,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
37498,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
37504,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
37505,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
37510,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
37522,1,ok,Atorvastatina,enlazar,exacto,1,329,Atorvastatina,2018
37526,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
37527,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
37528,1,ok,Atropina Sulfato,enlazar,exacto,1,340,Atropina Sulfato,233
37529,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
37534,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
37537,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
37538,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
37539,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
37547,1,ok,Azitromicina,enlazar,exacto,1,366,Azitromicina,3366
37557,1,ok,Bencidamina Clorhidrato,revisar,sin_match,0,,,
37561,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
37563,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
37564,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
37565,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
37566,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
37567,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
37570,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
37575,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
37576,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
37577,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
37578,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
37579,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
37580,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
37581,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
37582,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
37583,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
37584,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
37589,1,ok,Bisoprolol Fumarato,enlazar,exacto,1,494,Bisoprolol Fumarato,1815
37595,1,ok,Bisoprolol Fumarato,enlazar,exacto,1,494,Bisoprolol Fumarato,1815
37609,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
37615,1,ok,Bromexina Clorhidrato,revisar,sin_match,0,,,
37616,1,ok,Bromhexina Clorhidrato,revisar,sin_match,0,,,
37617,1,ok,Bromhexina Clorhidrato,revisar,sin_match,0,,,
37637,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
37645,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
37646,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
37648,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
37649,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
37650,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
37655,1,ok,Candesartán Cilexetilo,enlazar,exacto,1,589,Candesartan Cilexetilo,1973
37655,2,ok,Hidroclorotiazida,enlazar,exacto,1,1739,Hidroclorotiazida,1555
37663,1,ok,Candesartán,enlazar,exacto,1,588,Candesartan,1973
37665,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
37668,1,ok,Oxígeno,enlazar,exacto,1,4125,Oxigeno,6785
37687,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
37703,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
37704,1,ok,Cefadroxilo,enlazar,exacto,1,666,Cefadroxilo,3258
37719,1,ok,Ceftriaxona,enlazar,exacto,1,687,Ceftriaxona,3281
37731,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
37734,1,ok,Vitamina C,enlazar,exacto,1,3732,Vitamina C,
37735,1,ok,Vitamina C,enlazar,exacto,1,3732,Vitamina C,
37742,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
37743,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
37750,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
37751,1,ok,Ciprofloxacina,enlazar,fuzzy,0.765,764,Ciprofloxacino,6356
37752,1,ok,Ciprofloxacina,enlazar,fuzzy,0.765,764,Ciprofloxacino,6356
37753,1,ok,Ciprofloxacina,enlazar,fuzzy,0.765,764,Ciprofloxacino,6356
37755,1,ok,Ciprofloxacina,enlazar,fuzzy,0.765,764,Ciprofloxacino,6356
37756,1,ok,Ciprofloxacina,enlazar,fuzzy,0.765,764,Ciprofloxacino,6356
37757,1,ok,Ciprofloxacina,enlazar,fuzzy,0.765,764,Ciprofloxacino,6356
37758,1,ok,Ciprofloxacina,enlazar,fuzzy,0.765,764,Ciprofloxacino,6356
37759,1,ok,Ciprofloxacina,enlazar,fuzzy,0.765,764,Ciprofloxacino,6356
37760,1,ok,Ciprofloxacina,enlazar,fuzzy,0.765,764,Ciprofloxacino,6356
37762,1,ok,Ciprofloxacino,enlazar,exacto,1,764,Ciprofloxacino,6356
37766,1,ok,Citrato de Calcio,revisar,sin_match,0,,,
37767,1,ok,Citrato de Calcio,revisar,sin_match,0,,,
37768,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
37771,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
37775,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
37776,1,ok,Clenbuterol Clorhidrato,revisar,sin_match,0,,,
37785,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
37787,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
37794,1,ok,Clonidina Clorhidrato,revisar,sin_match,0,,,
37795,1,ok,Clonidina Clorhidrato,revisar,sin_match,0,,,
37805,1,ok,Clopidogrel,enlazar,exacto,1,3940,Clopidogrel,936
37810,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
37811,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
37812,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
37818,1,ok,Cloruro de Potasio,enlazar,exacto,1,874,Cloruro De Potasio,775
37819,1,ok,Cloruro de Sodio,enlazar,fuzzy,0.824,3995,Sodio Cloruro,7330
37820,1,ok,Cloruro de Sodio,enlazar,fuzzy,0.824,3995,Sodio Cloruro,7330
37825,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
37832,1,ok,Lactobacillus plantarum,enlazar,exacto,1,1976,Lactobacillus Plantarum,
37832,2,ok,Pediococcus acidilactici,revisar,sin_match,0,,,
37834,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
37835,1,ok,Complejo de Vitamina B,revisar,sin_match,0,,,
37838,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
37841,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
37842,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
37843,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
37844,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
37845,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
37846,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
37860,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
37865,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
37866,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
37869,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
37876,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
37878,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
37880,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
37883,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
37885,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
37886,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
37901,1,ok,Dexametasona Fosfato Sódico,enlazar,fuzzy,0.833,1037,Dexametasona Fosfato Sodio,6447
37902,1,ok,Dexametasona Fosfato Sódico,enlazar,fuzzy,0.833,1037,Dexametasona Fosfato Sodio,6447
37908,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
37909,1,ok,Dextrometorfano,enlazar,exacto,1,1053,Dextrometorfano,6140
37911,1,ok,Dextrosa,enlazar,exacto,1,1055,Dextrosa,
37914,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
37915,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
37918,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
37932,1,ok,Diclofenaco Sódico,enlazar,exacto,1,1076,Diclofenaco Sodico,2675
37934,1,ok,Diclofenaco Potásico,revisar,fuzzy,0.6,1073,Diclofenaco,2675
37940,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
37941,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
37942,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
37943,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
37944,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
37945,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
37947,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
37948,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
37957,1,ok,Diosmina,enlazar,exacto,1,1120,Diosmina,1765
37957,2,ok,Hesperidina,enlazar,exacto,1,1729,Hesperidina,1778
37959,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
37961,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
37962,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
37963,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
37968,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
37969,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
37970,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
37971,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
37988,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
37989,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
37990,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
37991,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
37994,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
38003,1,ok,Enalapril Maleato,enlazar,exacto,1,1228,Enalapril Maleato,1922
38008,1,ok,Bacillus clausii,revisar,sin_match,0,,,
38012,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
38021,1,ok,Escitalopram,enlazar,exacto,1,1282,Escitalopram,5485
38022,1,ok,Escitalopram,enlazar,exacto,1,1282,Escitalopram,5485
38025,1,ok,Escitalopram,enlazar,exacto,1,1282,Escitalopram,5485
38027,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
38035,1,ok,Esomeprazol,enlazar,exacto,1,1310,Esomeprazol,134
38053,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
38058,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
38062,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
38063,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
38065,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
38066,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
38075,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
38076,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
38077,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
38078,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
38082,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
38083,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
38086,1,ok,Pancreatina,enlazar,exacto,1,2650,Pancreatina,
38087,1,ok,Pancreatina,enlazar,exacto,1,2650,Pancreatina,
38091,1,ok,Finasteride,revisar,fuzzy,0.714,1455,Finasterida,2667
38092,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
38093,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
38094,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
38100,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
38105,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
38109,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
38110,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
38124,1,ok,Flumazenil,enlazar,exacto,1,1475,Flumazenil,6738
38126,1,ok,Fluoxetina,enlazar,exacto,1,1490,Fluoxetina,5478
38132,1,ok,Fosfato de Potasio Monobásico,revisar,fuzzy,0.594,1536,Fosfato Potasico Dibasico,
38133,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
38136,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
38152,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
38153,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
38157,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
38163,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
38165,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
38172,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
38173,1,ok,Gluconato Ferroso,revisar,sin_match,0,,,
38178,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
38180,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
38182,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
38183,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
38189,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
38192,1,ok,Valsartán,enlazar,exacto,1,3596,Valsartan,1970
38192,2,ok,Hidroclorotiazida,enlazar,exacto,1,1739,Hidroclorotiazida,1555
38195,1,ok,Losartán Potásico,enlazar,exacto,1,2132,Losartan Potasico,1968
38195,2,ok,Hidroclorotiazida,enlazar,exacto,1,1739,Hidroclorotiazida,1555
38196,1,ok,Losartán Potásico,enlazar,exacto,1,2132,Losartan Potasico,1968
38196,2,ok,Hidroclorotiazida,enlazar,exacto,1,1739,Hidroclorotiazida,1555
38198,1,ok,Butilbromuro de Hioscina,revisar,sin_match,0,,,
38200,1,ok,Polisulfato de Mucopolisacárido,revisar,sin_match,0,,,
38212,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
38238,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
38239,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
38240,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
38241,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
38249,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
38251,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
38258,1,ok,Irbesartán,enlazar,exacto,1,1912,Irbesartan,1971
38258,2,ok,Hidroclorotiazida,enlazar,exacto,1,1739,Hidroclorotiazida,1555
38268,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
38298,1,ok,Ketorolaco Trometamina,revisar,fuzzy,0.731,1957,Ketorolaco Trometamol,1161
38304,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
38305,1,ok,L-Carnitina,enlazar,exacto,1,2027,L-carnitina,5559
38306,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
38307,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
38317,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
38318,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
38326,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
38327,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
38329,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
38348,1,ok,Levosulpiride,enlazar,fuzzy,0.75,2077,Levosulpirida,5294
38353,1,ok,Lidocaína,enlazar,exacto,1,2081,Lidocaina,1297
38353,2,ok,Epinefrina,enlazar,exacto,1,1244,Epinefrina,6457
38355,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
38356,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
38357,1,ok,Lactobacillus rhamnosus,enlazar,exacto,1,1978,Lactobacillus Rhamnosus,
38358,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
38364,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
38365,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
38368,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
38369,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
38370,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
38371,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
38372,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
38388,1,ok,Loratadina,enlazar,exacto,1,2125,Loratadina,6257
38393,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
38398,1,ok,Losartán Potásico,enlazar,exacto,1,2132,Losartan Potasico,1968
38398,2,ok,Hidroclorotiazida,enlazar,exacto,1,1739,Hidroclorotiazida,1555
38402,1,ok,Losartán Potásico,enlazar,exacto,1,2132,Losartan Potasico,1968
38402,2,ok,Hidroclorotiazida,enlazar,exacto,1,1739,Hidroclorotiazida,1555
38403,1,ok,Losartán Potásico,enlazar,exacto,1,2132,Losartan Potasico,1968
38403,2,ok,Hidroclorotiazida,enlazar,exacto,1,1739,Hidroclorotiazida,1555
38413,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
38420,1,ok,Centella asiatica,enlazar,fuzzy,0.783,703,Centella Asiatica Exto,6619
38430,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
38432,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
38437,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
38448,1,ok,Meropenem,enlazar,exacto,1,4112,Meropenem,7345
38450,1,ok,Dipirona,enlazar,exacto,1,1124,Dipirona,
38451,1,ok,Dipirona,enlazar,exacto,1,1124,Dipirona,
38457,1,ok,Metformina Clorhidrato,revisar,sin_match,0,,,
38458,1,ok,Metformina,enlazar,exacto,1,2280,Metformina,598
38461,1,ok,Metformina Clorhidrato,revisar,sin_match,0,,,
38462,1,ok,Metformina Clorhidrato,revisar,sin_match,0,,,
38463,1,ok,Sitagliptina,enlazar,exacto,1,3184,Sitagliptina,651
38463,2,ok,Metformina Clorhidrato,revisar,sin_match,0,,,
38464,1,ok,Metformina Clorhidrato,revisar,sin_match,0,,,
38465,1,ok,Sitagliptina,enlazar,exacto,1,3184,Sitagliptina,651
38465,2,ok,Metformina Clorhidrato,revisar,sin_match,0,,,
38466,1,ok,Metilprednisolona,enlazar,exacto,1,2299,Metilprednisolona,3085
38476,1,ok,Metronidazol,enlazar,exacto,1,2320,Metronidazol,2719
38479,1,ok,Metronidazol Benzoil,revisar,fuzzy,0.72,2321,Metronidazol Benzoato,2719
38491,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
38492,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
38493,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
38494,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
38495,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
38496,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
38507,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
38508,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
38509,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
38510,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
38511,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
38515,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
38519,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
38520,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
38523,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
38524,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
38525,1,ok,Mupirocina,enlazar,exacto,1,2388,Mupirocina,5901
38526,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
38528,1,ok,N-Butil Bromuro de Hioscina,revisar,sin_match,0,,,
38529,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
38530,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
38543,1,ok,Neostigmina,enlazar,exacto,1,2437,Neostigmina,5603
38544,1,ok,Neostigmina,enlazar,exacto,1,2437,Neostigmina,5603
38545,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
38546,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
38556,1,ok,Nimodipina,revisar,fuzzy,0.692,4046,Nimodipino,1884
38557,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
38560,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
38561,1,ok,Nitazoxanida,revisar,sin_match,0,,,
38564,1,ok,Nitrofurantoína,enlazar,exacto,1,2518,Nitrofurantoina,3455
38565,1,ok,Nitrofurantoína,enlazar,exacto,1,2518,Nitrofurantoina,3455
38576,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
38577,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
38580,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
38581,1,ok,Prednisolona Acetato,enlazar,exacto,1,2874,Prednisolona Acetato,3087
38584,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
38585,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
38588,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
38589,1,ok,Olmesartán Medoxomil,enlazar,fuzzy,0.87,2576,Olmesartan Medoxomilo,1975
38589,2,ok,Hidroclorotiazida,enlazar,exacto,1,1739,Hidroclorotiazida,1555
38592,1,ok,Olmesartán Medoxomil,enlazar,fuzzy,0.87,2576,Olmesartan Medoxomilo,1975
38596,1,ok,Omeprazol,enlazar,exacto,1,2584,Omeprazol,130
38597,1,ok,Omeprazol,enlazar,exacto,1,2584,Omeprazol,130
38598,1,ok,Omeprazol,enlazar,exacto,1,2584,Omeprazol,130
38599,1,ok,Omeprazol,enlazar,exacto,1,2584,Omeprazol,130
38600,1,ok,Omeprazol,enlazar,exacto,1,2584,Omeprazol,130
38601,1,ok,Omeprazol,enlazar,exacto,1,2584,Omeprazol,130
38602,1,ok,Omeprazol,enlazar,exacto,1,2584,Omeprazol,130
38608,1,ok,Omeprazol,enlazar,exacto,1,2584,Omeprazol,130
38609,1,ok,Omeprazol,enlazar,exacto,1,2584,Omeprazol,130
38610,1,ok,Omeprazol,enlazar,exacto,1,2584,Omeprazol,130
38611,1,ok,Omeprazol,enlazar,exacto,1,2584,Omeprazol,130
38614,1,ok,Lisado Bacteriano,revisar,sin_match,0,,,
38617,1,ok,Ondansetrón,enlazar,exacto,1,2587,Ondansetron,301
38618,1,ok,Ondansetrón,enlazar,exacto,1,2587,Ondansetron,301
38628,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
38631,1,ok,Oxolamina,enlazar,exacto,1,4270,Oxolamina,6151
38635,1,ok,Pantoprazol,enlazar,exacto,1,2656,Pantoprazol,131
38636,1,ok,Pantoprazol,enlazar,exacto,1,2656,Pantoprazol,131
38642,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
38643,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
38652,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
38653,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
38654,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
38655,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
38657,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
38659,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
38662,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
38663,1,ok,Pinaveerium Bromuro,revisar,fuzzy,0.652,2773,Pinaverio Bromuro,218
38664,1,ok,Pinaveerium Bromuro,revisar,fuzzy,0.652,2773,Pinaverio Bromuro,218
38667,1,ok,Piperazina,revisar,sin_match,0,,,
38674,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
38675,1,ok,Aminoácidos Cristalinos,revisar,sin_match,0,,,
38677,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
38684,1,ok,Prednisolona,enlazar,exacto,1,2873,Prednisolona,3087
38685,1,ok,Prednisolona,enlazar,exacto,1,2873,Prednisolona,3087
38700,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
38701,1,sin_informacion,(No se encontró información),revisar,sin_match,0,,,
