producto_id,nombre_comercial,estado,molecula_propuesta,n_moleculas
37825,CO-SULTRIN 40 MG - 200 MG / 5 ML,sin_informacion,(No se encontró información),1
37832,COLOZIN® (LACTOBACILLUS PLANTARUM - PEDIOCOCCUS ACIDILACTICI),ok,Lactobacillus plantarum; Pediococcus acidilactici,2
37834,COLYPAN 200 MG,sin_informacion,(No se encontró información),1
37835,COMPLEJO DE VITAMINA B,ok,Complejo de Vitamina B,1
37838,CORAZEM 60 MG,sin_informacion,(No se encontró información),1
37841,CORENTEL 10 MG,sin_informacion,(No se encontró información),1
37842,CORENTEL 10 MG,sin_informacion,(No se encontró información),1
37843,CORENTEL 1.25 MG,sin_informacion,(No se encontró información),1
37844,CORENTEL 1.25 MG,sin_informacion,(No se encontró información),1
37845,CORENTEL 5 MG,sin_informacion,(No se encontró información),1
37846,CORENTEL 5 MG,sin_informacion,(No se encontró información),1
37860,DALCITRIN 2 % UNGUENTO,sin_informacion,(No se encontró información),1
37865,DECA LENTERMINA COMPLEX,sin_informacion,(No se encontró información),1
37866,DECALONA 4 MG / ML,sin_informacion,(No se encontró información),1
37869,DECOBEL 8 MG / 2 ML,sin_informacion,(No se encontró información),1
37876,DENCOFEN 1.16 % CREMA,sin_informacion,(No se encontró información),1
37878,DENUAL 150 MG,sin_informacion,(No se encontró información),1
37880,DERAIN 15 % CREMA,sin_informacion,(No se encontró información),1
37883,DERMAZOL 0.05 % LOCION CAPILAR,sin_informacion,(No se encontró información),1
37885,DERMOVATE 0.05 % CREMA,sin_informacion,(No se encontró información),1
37886,DEROVIT 1000 UI,sin_informacion,(No se encontró información),1
37901,DEXAMETASONA FOSFATO SODICO 4 MG / ML,ok,Dexametasona Fosfato Sódico,1
37902,DEXAMETASONA FOSFATO SODICO 8 MG / 2 ML,ok,Dexametasona Fosfato Sódico,1
37908,PREVERAL CON DEXTROMETORFANO,sin_informacion,(No se encontró información),1
37909,DEXTROMETORFANO 15 MG / 5 ML,ok,Dextrometorfano,1
37911,DEXTROSA 50 %,ok,Dextrosa,1
37914,DIAFORMINA 1000 MG,sin_informacion,(No se encontró información),1
37915,DIAFORMINA 500 MG,sin_informacion,(No se encontró información),1
37918,DIAGESIC 1.8 MG / ML,sin_informacion,(No se encontró información),1
37932,DICLOFENAC SODICO 50 MG,ok,Diclofenaco Sódico,1
37934,DICLOFENACO POTASICO 50 MG,ok,Diclofenaco Potásico,1
37940,DIFENAC 1 % GEL,sin_informacion,(No se encontró información),1
37941,DIGLET 1000 U.I.,sin_informacion,(No se encontró información),1
37942,DIGLET 5000 U.I.,sin_informacion,(No se encontró información),1
37943,DIGLET 200 UI,sin_informacion,(No se encontró información),1
37944,DIKLASON 100 MG,sin_informacion,(No se encontró información),1
37945,DIKLASON BI 150 MG,sin_informacion,(No se encontró información),1
37947,DILOTEX 5 MG,sin_informacion,(No se encontró información),1
37948,DILOTEX 10 MG,sin_informacion,(No se encontró información),1
37957,DIOSMINA-HESPERIDINA,ok,Diosmina; Hesperidina,2
37959,DIPLOZ 1 MG,sin_informacion,(No se encontró información),1
37961,DOBET 2 % - 0.5 %,sin_informacion,(No se encontró información),1
37962,DOBRACID 300 MG,sin_informacion,(No se encontró información),1
37963,DOBRACID 300 MG,sin_informacion,(No se encontró información),1
37968,DOLAK 10 MG,sin_informacion,(No se encontró información),1
37969,DOLAK 10 MG,sin_informacion,(No se encontró información),1
37970,DOLAK 20 MG,sin_informacion,(No se encontró información),1
37971,DOLCAN 9 MG / 5 ML,sin_informacion,(No se encontró información),1
37988,DUROVAL 50 MG,sin_informacion,(No se encontró información),1
37989,DUROVAL 50 MG,sin_informacion,(No se encontró información),1
37990,DUROVAL 50 MG,sin_informacion,(No se encontró información),1
37991,DUROVAL 50 MG,sin_informacion,(No se encontró información),1
37994,DUVADILAN 10 MG,sin_informacion,(No se encontró información),1
38003,ENALAPRIL MALEATO 10 MG,ok,Enalapril Maleato,1
38008,ENTEROGERMINA (ESPORAS DE BACILLUS CLAUSII),ok,Bacillus clausii,1
38012,ERILON 1 MG / ML LOCION,sin_informacion,(No se encontró información),1
38021,ESCITALOPRAM 10 MG,ok,Escitalopram,1
38022,ESCITALOPRAM 10 MG,ok,Escitalopram,1
38025,ESCITALOPRAM 5 MG,ok,Escitalopram,1
38027,ESMIRTAL 20 MG,sin_informacion,(No se encontró información),1
38035,ESOMEPRAZOL 20 MG,ok,Esomeprazol,1
38053,EUKENE 40 MG,sin_informacion,(No se encontró información),1
38058,EUTEBROL 20 MG,sin_informacion,(No se encontró información),1
38062,EZOLIUM 20 MG,sin_informacion,(No se encontró información),1
38063,EZOLIUM 40 MG,sin_informacion,(No se encontró información),1
38065,FARBICIL 1 % CREMA,sin_informacion,(No se encontró información),1
38066,FEBRATIC 15 MG / ML,sin_informacion,(No se encontró información),1
38075,FERGANIC 40 MG,sin_informacion,(No se encontró información),1
38076,FERGANIC 40 MG,sin_informacion,(No se encontró información),1
38077,FERGANIC 40 MG,sin_informacion,(No se encontró información),1
38078,FERGANIC 20 MG / ML,sin_informacion,(No se encontró información),1
38082,FERGANIC 40 MG / 15 ML,sin_informacion,(No se encontró información),1
38083,FERGANIC 100 MG / 5 ML,sin_informacion,(No se encontró información),1
38086,FESTAL (PANCREATINA DE ORIGEN PORCINO),ok,Pancreatina,1
38087,FESTAL (PANCREATINA DE ORIGEN PORCINO),ok,Pancreatina,1
38091,FINASTERIDE 5 MG,ok,Finasteride,1
38092,NIAZOL 1 MG / ML,sin_informacion,(No se encontró información),1
38093,MONOSULPA X 260,sin_informacion,(No se encontró información),1
38094,FISIOLIN 0.65 %,sin_informacion,(No se encontró información),1
38100,FLAVOL 300 MG,sin_informacion,(No se encontró información),1
38105,FLEMIBAR 20 MG - 2500 MG / 5 ML,sin_informacion,(No se encontró información),1
38109,FLODONT 0.15 %,sin_informacion,(No se encontró información),1
38110,FLOMED 0.15 % - 0.25 %,sin_informacion,(No se encontró información),1
38124,FLUMAZENIL 0.5 MG / 5 ML,ok,Flumazenil,1
38126,FLUOXETINA 20 MG,ok,Fluoxetina,1
38132,FOSFATO DE POTASIO MONOBASICO 1 MEQ / ML,ok,Fosfato de Potasio Monobásico,1
38133,FOSFOLIT 21.6 G - 8.1 G / 45 ML,sin_informacion,(No se encontró información),1
38136,FULGRAM 875 MG - 125 MG,sin_informacion,(No se encontró información),1
38152,GENESA 3 MG-20 MCG,sin_informacion,(No se encontró información),1
38153,GENESA 3 MG-20 MCG,sin_informacion,(No se encontró información),1
38157,GENURIN 200 MG,sin_informacion,(No se encontró información),1
38163,GLIDAN 80 MG,sin_informacion,(No se encontró información),1
38165,GLIFORMIN 850 MG,sin_informacion,(No se encontró información),1
38172,GLUCOFAGE 500 MG XR,sin_informacion,(No se encontró información),1
38173,GLUCONATO FERROSO,ok,Gluconato Ferroso,1
38178,GRATIO 500 MG,sin_informacion,(No se encontró información),1
38180,GULAPER 250 MG / 5 ML,sin_informacion,(No se encontró información),1
38182,GULAPER 100 MG / 5 ML,sin_informacion,(No se encontró información),1
38183,GYNODERAIN 0.6 G,sin_informacion,(No se encontró información),1
38189,HEXANTFLEM 250 MG / 5 ML,sin_informacion,(No se encontró información),1
38192,VALSARTAN -HIDROCLOROTIAZIDA,ok,Valsartán; Hidroclorotiazida,2
38195,LOSARTAN POTASICO - HIDROCLOROTIAZIDA,ok,Losartán Potásico; Hidroclorotiazida,2
38196,LOSARTAN POTASICO - HIDROCLOROTIAZIDA,ok,Losartán Potásico; Hidroclorotiazida,2
38198,BUTILBROMURO DE HIOSCINA 20 MG / ML,ok,Butilbromuro de Hioscina,1
38200,HIRUDOID (POLISULFATO DE MUCOPOLISACARIDO),ok,Polisulfato de Mucopolisacárido,1
38212,IBUN 600 MG,sin_informacion,(No se encontró información),1
38238,IDOXEN 75 MG,sin_informacion,(No se encontró información),1
38239,IDOXEN 150 MG,sin_informacion,(No se encontró información),1
38240,ILANA 600 MG,sin_informacion,(No se encontró información),1
38241,ILTUX 20 MG,sin_informacion,(No se encontró información),1
38249,FLUTIXAIR 125 MG - 25 MCG / DOSIS,sin_informacion,(No se encontró información),1
38251,IPROXIN 500 MG,sin_informacion,(No se encontró información),1
38258,IRBESARTAN -HIDROCLOROTIAZIDA,ok,Irbesartán; Hidroclorotiazida,2
38268,KATRIN 30 MG / ML,sin_informacion,(No se encontró información),1
38298,KETOROLACO TROMETAMINA 30 MG / ML,ok,Ketorolaco Trometamina,1
38304,KLAS 100 MG,sin_informacion,(No se encontró información),1
38305,L - CARNITINA 1 G / 10 ML,ok,L-Carnitina,1
38306,LACTBET 3000 U,sin_informacion,(No se encontró información),1
38307,LACTBET 3000 U,sin_informacion,(No se encontró información),1
38317,LENTOCILIN 6.3.3,sin_informacion,(No se encontró información),1
38318,LEPRIT 25 MG,sin_informacion,(No se encontró información),1
38326,LETISAN 500 MG,sin_informacion,(No se encontró información),1
38327,LETISAN 500 MG,sin_informacion,(No se encontró información),1
38329,LEVAMOX 750 MG,sin_informacion,(No se encontró información),1
38348,LEVOSULPIRIDE 25 MG,ok,Levosulpiride,1
38353,LIDOCAINA - EPINEFRINA,ok,Lidocaína; Epinefrina,2
38355,LINEZID 2 MG / ML,sin_informacion,(No se encontró información),1
38356,LIOLACTIL X 20 SOBRES,sin_informacion,(No se encontró información),1
38357,LIOLACTIL (LACTOBACILOS RHAMNOSUS),ok,Lactobacillus rhamnosus,1
38358,LIPACOMB 40 MG - 10 MG,sin_informacion,(No se encontró información),1
38364,LISOMUCIN 4 MG / 5 ML,sin_informacion,(No se encontró información),1
38365,LISOMUCIN 8 MG / 5 ML,sin_informacion,(No se encontró información),1
38368,LODIPIN 10 MG,sin_informacion,(No se encontró información),1
38369,LODIPIN VL 10 MG - 160 MG,sin_informacion,(No se encontró información),1
38370,LOFLOX 400 MG,sin_informacion,(No se encontró información),1
38371,LOGANIL 250 MG / 5 ML,sin_informacion,(No se encontró información),1
38372,LOGANIL 100 MG / 5 ML,sin_informacion,(No se encontró información),1
38388,LORATADINA 10 MG,ok,Loratadina,1
38393,LORECORT 1 MG - 0.05 MG / 5 ML,sin_informacion,(No se encontró información),1
38398,LOSARTAN POTASICO - HIDROCLOROTIAZIDA,ok,Losartán Potásico; Hidroclorotiazida,2
38402,LOSARTAN POTASICO - HIDROCLOROTIAZIDA,ok,Losartán Potásico; Hidroclorotiazida,2
38403,LOSARTAN POTASICO - HIDROCLOROTIAZIDA,ok,Losartán Potásico; Hidroclorotiazida,2
38413,LOWPRES 150 MCG / ML,sin_informacion,(No se encontró información),1
38420,MADECASSOL 1 % UNGUENTO,ok,Centella asiatica,1
38430,MATERNAVIT,sin_informacion,(No se encontró información),1
38432,MAXIFUR 50 MG,sin_informacion,(No se encontró información),1
38437,MELIGEN 10 MG,sin_informacion,(No se encontró información),1
38448,MEROPENEM 1 G - 0.5 G,ok,Meropenem,1
38450,DIPIRONA 1 G / 2 ML,ok,Dipirona,1
38451,DIPIRONA 1 G / 2 ML,ok,Dipirona,1
38457,METFORMINA CLORHIDRATO 500 MG,ok,Metformina Clorhidrato,1
38458,METFORMINA 500 MG,ok,Metformina,1
38461,METFORMINA CLORHIDRATO 850 MG,ok,Metformina Clorhidrato,1
38462,METFORMINA CLORHIDRATO 850 MG,ok,Metformina Clorhidrato,1
38463,SITAGLIPTINA-METFORMINA CLORHIDRATO,ok,Sitagliptina; Metformina Clorhidrato,2
38464,METFORMINA CLORHIDRATO 1000 MG,ok,Metformina Clorhidrato,1
38465,SITAGLIPTINA -METFORMINA CLORHIDRATO,ok,Sitagliptina; Metformina Clorhidrato,2
38466,METILPREDNISOLONA 125 MG,ok,Metilprednisolona,1
38476,METRONIDAZOL 500 MG / 100 ML,ok,Metronidazol,1
38479,METRONIDAZOL BENZOIL 125 MG / 5 ML,ok,Metronidazol Benzoil,1
38491,MILAX 50 %,sin_informacion,(No se encontró información),1
38492,MIOVIT COMPOSITUM CON LIDOCAINA,sin_informacion,(No se encontró información),1
38493,MIOVIT COMPOSITUM CON LIDOCAINA,sin_informacion,(No se encontró información),1
38494,MIOVIT COMPOSITUM CON LIDOCAINA,sin_informacion,(No se encontró información),1
38495,MIOVIT X 10 COMPRIMIDOS,sin_informacion,(No se encontró información),1
38496,MIOVIT X 30 COMPRIMIDOS,sin_informacion,(No se encontró información),1
38507,MONTRAX 10 MG,sin_informacion,(No se encontró información),1
38508,MONTRAX 10 MG,sin_informacion,(No se encontró información),1
38509,MONTRAX 4 MG,sin_informacion,(No se encontró información),1
38510,MONTRAX 5 MG,sin_informacion,(No se encontró información),1
38511,MONTRAX 5 MG,sin_informacion,(No se encontró información),1
38515,MOXIDEX 0.5 -0.1 %,sin_informacion,(No se encontró información),1
38519,MUCLAR 30 MG - 5 MG,sin_informacion,(No se encontró información),1
38520,MUCOBROL 4 MG / 5 ML,sin_informacion,(No se encontró información),1
38523,MULTIDERM 2 % UNGUENTO,sin_informacion,(No se encontró información),1
38524,MULTIVIRAL X 30 CAPSULAS,sin_informacion,(No se encontró información),1
38525,MUPIROCIN 2 % UNGUENTO,ok,Mupirocina,1
38526,MUVETT 300 MG,sin_informacion,(No se encontró información),1
38528,N-BUTIL BROMURO DE HIOSCINA 20 MG / ML,ok,N-Butil Bromuro de Hioscina,1
38529,NACLODIN 0.150 MG,sin_informacion,(No se encontró información),1
38530,NAFINA 1 % CREMA,sin_informacion,(No se encontró información),1
38543,NEOSTIGMINA 0.5 MG / ML,ok,Neostigmina,1
38544,NEOSTIGMINA 0.5 MG / ML,ok,Neostigmina,1
38545,NEULEVAL 500 MG,sin_informacion,(No se encontró información),1
38546,NEULEVAL 750 MG,sin_informacion,(No se encontró información),1
38556,NIMODIPINA 30 MG,ok,Nimodipina,1
38557,NIPE PLUS,sin_informacion,(No se encontró información),1
38560,NITAX 500 MG,sin_informacion,(No se encontró información),1
38561,NITAZOXANIDA 500 MG,ok,Nitazoxanida,1
38564,NITROFURANTOINA 50 MG,ok,Nitrofurantoína,1
38565,NITROFURANTOINA 50 MG,ok,Nitrofurantoína,1
38576,NOTOLAC 20 MG,sin_informacion,(No se encontró información),1
38577,NOTOLAC 20 MG,sin_informacion,(No se encontró información),1
38580,NYTAXIN 500 MG,sin_informacion,(No se encontró información),1
38581,PREDNISOLONA ACETATO 1 %,ok,Prednisolona Acetato,1
38584,OFAFLAN 2 MG / ML,sin_informacion,(No se encontró información),1
38585,OFTERRA UNGUENTO OFTALMICO,sin_informacion,(No se encontró información),1
38588,OLMECAR 40 MG,sin_informacion,(No se encontró información),1
38589,OLMESARTAN MEDOXOMIL 40 MG - HIDROLOCOTIAZIDA,ok,Olmesartán Medoxomil; Hidroclorotiazida,2
38592,OLMESARTAN MEDOXOMIL 20 MG,ok,Olmesartán Medoxomil,1
38596,OMEPRAZOL 20 MG,ok,Omeprazol,1
38597,OMEPRAZOL 20 MG,ok,Omeprazol,1
38598,OMEPRAZOL 20 MG,ok,Omeprazol,1
38599,OMEPRAZOL 20 MG,ok,Omeprazol,1
38600,OMEPRAZOL 20 MG,ok,Omeprazol,1
38601,OMEPRAZOL 20 MG,ok,Omeprazol,1
38602,OMEPRAZOL 20 MG,ok,Omeprazol,1
38608,OMEPRAZOL 40 MG,ok,Omeprazol,1
38609,OMEPRAZOL 40 MG,ok,Omeprazol,1
38610,OMEPRAZOL 40 MG,ok,Omeprazol,1
38611,OMEPRAZOL 40 MG,ok,Omeprazol,1
38614,OMMUNAL (LISADO BACTERIANO),ok,Lisado Bacteriano,1
38617,ONDANSETRON 8 MG / 4 ML,ok,Ondansetrón,1
38618,ONDANSETRON 8 MG / 4 ML,ok,Ondansetrón,1
38628,OTANOL 50 MG / ML,sin_informacion,(No se encontró información),1
38631,OXOLAMINA JARABE,ok,Oxolamina,1
38635,PANTOPRAZOL 40 MG,ok,Pantoprazol,1
38636,PANTOPRAZOL 40 MG,ok,Pantoprazol,1
38642,PASIM 10 MG / ML,sin_informacion,(No se encontró información),1
38643,PASOLAX,sin_informacion,(No se encontró información),1
38652,PEPTO-BISMOL 525 MG / 30 ML,sin_informacion,(No se encontró información),1
38653,PEREBRON 28 MG / 5 ML,sin_informacion,(No se encontró información),1
38654,PEREBRON 28 MG / 5 ML,sin_informacion,(No se encontró información),1
38655,PERIDONT 0.12 %,sin_informacion,(No se encontró información),1
38657,PERTEN 1 %,sin_informacion,(No se encontró información),1
38659,PERTEN 1 %,sin_informacion,(No se encontró información),1
38662,PIMADOL 10 MG,sin_informacion,(No se encontró información),1
38663,PINAVERIUM BROMURO 100 MG,ok,Pinaveerium Bromuro,1
38664,PINAVERIUM BROMURO 100 MG,ok,Pinaveerium Bromuro,1
38667,PIPERAZINA 500 MG / 5 ML,ok,Piperazina,1
38674,OTODON 2 % - 5 %,sin_informacion,(No se encontró información),1
38675,POLIAMIN 10 %,ok,Aminoácidos Cristalinos,1
38677,POTAX 10 MEQ,sin_informacion,(No se encontró información),1
38684,PREDNISOLONA 5 MG,ok,Prednisolona,1
38685,PREDNISOLONA 5 MG,ok,Prednisolona,1
38700,PRESIDERM 2 % UNGUENTO,sin_informacion,(No se encontró información),1
38701,PREVERAL CON CODEINA,sin_informacion,(No se encontró información),1
38702,PROPRANOLOL 40 MG,ok,Propranolol,1
38704,PROTOSULFIL 1 % CREMA,sin_informacion,(No se encontró información),1
38705,PROVICAR 2 G / 10 ML,sin_informacion,(No se encontró información),1
38708,QUETIAPINA 100 MG,ok,Quetiapina,1
38709,QUETIAPINA 100 MG,ok,Quetiapina,1
38710,QUETIAPINA 25 MG,ok,Quetiapina,1
38716,OTIRILIN 4 % - 1 %,sin_informacion,(No se encontró información),1
38731,RINARIS 2.5 MG - 30 MG / 5 ML,sin_informacion,(No se encontró información),1
38732,SOLUCION DE RINGER LACTATO,ok,Solución de Ringer Lactato,1
38735,RINOMAX 0.25 % - 0.125 % - 0.25 %,sin_informacion,(No se encontró información),1
38754,ROVARTAL 40 MG,sin_informacion,(No se encontró información),1
38763,SALBUTAN 100 MCG / DOSIS,sin_informacion,(No se encontró información),1
38764,SARIFAN COMPOSITUM,sin_informacion,(No se encontró información),1
38794,SILDEX 100 MG,sin_informacion,(No se encontró información),1
38795,SILDEX 100 MG,sin_informacion,(No se encontró información),1
38803,SITAGLIS MET 50 MG-1000 MG,ok,Sitagliptina; Metformina,2
38806,SUCRALFATO 100 MG / ML,ok,Sucralfato,1
38809,SULFADIAZINA DE PLATA 1 %,ok,Sulfadiazina de Plata,1
38811,SULIXTRA 0.4 MG,sin_informacion,(No se encontró información),1
38812,SULIXTRA DUO 0.4 MG - 0.5 MG,sin_informacion,(No se encontró información),1
38813,SULIXTRA DUO 0.4 MG - 0.5 MG,sin_informacion,(No se encontró información),1
38838,TAMOA 250 MG / 5 ML,sin_informacion,(No se encontró información),1
